"key","name","entity_type","cui","count"
"herniation of the right sublingual gland through the mylohyoid muscle","herniation of the right sublingual gland through the mylohyoid muscle","SIGN_SYMPTOM","","1"
"heterogeneous echostructure","heterogeneous echostructure","SIGN_SYMPTOM","","3"
"heterogeneous post-contrast enhancement","heterogeneous post-contrast enhancement","SIGN_SYMPTOM","","1"
"heterogeneously enhancing","heterogeneously enhancing","SIGN_SYMPTOM","","1"
"heterogeneously hyperechoic","heterogeneously hyperechoic","TEXTURE","","1"
"heterogeneously increased signal","heterogeneously increased signal","SIGN_SYMPTOM","","1"
"heterogeneously reduced echogenicity","heterogeneously reduced echogenicity","SIGN_SYMPTOM","","3"
"high glucose reading","high glucose reading","SIGN_SYMPTOM","","1"
"high signal on T2-weighted images","high signal on T2-weighted images","SIGN_SYMPTOM","","2"
"high-protein yoghurts","high-protein yoghurts","DETAILED_DESCRIPTION","","2"
"higher than the","higher than the","LAB_VALUE","","1"
"home care team attached to a psychiatric nursing and care or care and treatment facility/department","home care team attached to a psychiatric nursing and care or care and treatment facility/department","NONBIOLOGICAL_LOCATION","","1"
"home, family care","home, family care","THERAPEUTIC_PROCEDURE","","1"
"hospital/institutional pharmacy","hospital/institutional pharmacy","NONBIOLOGICAL_LOCATION","","1"
"hospital/institutional pharmacy/pharmacy department","hospital/institutional pharmacy/pharmacy department","NONBIOLOGICAL_LOCATION","","1"
"hydrosyringomyelic cavity","hydrosyringomyelic cavity","SIGN_SYMPTOM","","1"
"hygiene and epidemiology department","hygiene and epidemiology department","NONBIOLOGICAL_LOCATION","","1"
"hygiene measures","hygiene measures","THERAPEUTIC_PROCEDURE","","1"
"hyperechoic focal lesions","hyperechoic focal lesions","SIGN_SYMPTOM","","2"
"hypertensiology department","hypertensiology department","NONBIOLOGICAL_LOCATION","","1"
"hypoallergenic liquid soap","hypoallergenic liquid soap","MEDICATION","","1"
"hypoechoic areas","hypoechoic areas","SIGN_SYMPTOM","","3"
"hypoechoic halo","hypoechoic halo","SIGN_SYMPTOM","","1"
"hypoechoic lesion","hypoechoic lesion","SIGN_SYMPTOM","","2"
"hypoechoic nodules","hypoechoic nodules","SIGN_SYMPTOM","","1"
"hypoechoic tissue","hypoechoic tissue","SIGN_SYMPTOM","","1"
"i-gel","i-gel","OTHER_ENTITY","","7"
"iN3b","iN3b","LAB_VALUE","","1"
"imaging of the abdomen and pelvis","imaging of the abdomen and pelvis","DIAGNOSTIC_PROCEDURE","","1"
"implantable cardiac device unit","implantable cardiac device unit","NONBIOLOGICAL_LOCATION","","1"
"implantation of a Genous stent","implantation of a Genous stent","THERAPEUTIC_PROCEDURE","","3"
"implantation of a stent graft","implantation of a stent graft","THERAPEUTIC_PROCEDURE","","2"
"impression on the right L5 nerve root","impression on the right L5 nerve root","SIGN_SYMPTOM","","1"
"improvement in laboratory results","improvement in laboratory results","OUTCOME","","1"
"in about a week","in about a week","DURATION","","1"
"incising","incising","THERAPEUTIC_PROCEDURE","","1"
"increased cord signal","increased cord signal","SIGN_SYMPTOM","","1"
"increased glucose turnover","increased glucose turnover","SIGN_SYMPTOM","","1"
"increased metabolic activity","increased metabolic activity","SIGN_SYMPTOM","","1"
"increased signal on T2 images","increased signal on T2 images","SIGN_SYMPTOM","","1"
"increased signal on T2-weighted images","increased signal on T2-weighted images","SIGN_SYMPTOM","","1"
"increased tracer accumulation","increased tracer accumulation","SIGN_SYMPTOM","","1"
"increased vascularity","increased vascularity","SIGN_SYMPTOM","","5"
"infection with a strain producing VIM beta-lactamases","infection with a strain producing VIM beta-lactamases","DISEASE_DISORDER","","2"
"inferior resection line","inferior resection line","BIOLOGICAL_STRUCTURE","","1"
"infiltration of the larynx","infiltration of the larynx","DISEASE_DISORDER","","1"
"infiltration of the meninges","infiltration of the meninges","SIGN_SYMPTOM","","1"
"inflammatory and liver parameters","inflammatory and liver parameters","LAB_VALUE","","1"
"inflammatory granulation tissue","inflammatory granulation tissue","DISEASE_DISORDER","","2"
"inflows","inflows","SIGN_SYMPTOM","","1"
"infraspinatus and teres minor tendons","infraspinatus and teres minor tendons","BIOLOGICAL_STRUCTURE","","1"
"inner-posterior wall","inner-posterior wall","BIOLOGICAL_STRUCTURE","","1"
"inpatient spa department","inpatient spa department","NONBIOLOGICAL_LOCATION","","2"
"inpatient spa rehabilitation department","inpatient spa rehabilitation department","NONBIOLOGICAL_LOCATION","","1"
"inserting a PEG","inserting a PEG","THERAPEUTIC_PROCEDURE","","1"
"inserting an intraosseous line","inserting an intraosseous line","THERAPEUTIC_PROCEDURE","","1"
"inserting an intravenous line","inserting an intravenous line","THERAPEUTIC_PROCEDURE","","1"
"insulin regimen","insulin regimen","THERAPEUTIC_PROCEDURE","","1"
"intermuscularly","intermuscularly","AREA","","1"
"interventional closure of a PFO with a device","interventional closure of a PFO with a device","THERAPEUTIC_PROCEDURE","","1"
"intestinal and vascular resection lines","intestinal and vascular resection lines","BIOLOGICAL_STRUCTURE","","1"
"into the line","into the line","ADMINISTRATION","","1"
"intraconally","intraconally","AREA","","1"
"intratendinous segment","intratendinous segment","BIOLOGICAL_STRUCTURE","","1"
"intubation of the airway","intubation of the airway","THERAPEUTIC_PROCEDURE","","1"
"involved by the underlying process","involved by the underlying process","SIGN_SYMPTOM","","1"
"irradiated leucocyte-depleted packed red blood cells","irradiated leucocyte-depleted packed red blood cells","MEDICATION","","1"
"isoechoic","isoechoic","TEXTURE","","16"
"isoechoic and hypoechoic focal lesions","isoechoic and hypoechoic focal lesions","SIGN_SYMPTOM","","1"
"isoechoic lesion","isoechoic lesion","DISEASE_DISORDER","","3"
"isoechoic lesions","isoechoic lesions","SIGN_SYMPTOM","","1"
"isometric and contact sports","isometric and contact sports","ACTIVITY","","1"
"its","its","COREFERENCE","","2"
"joint between the calcaneus and the talus","joint between the calcaneus and the talus","BIOLOGICAL_STRUCTURE","","1"
"jugular notch of the sternum","jugular notch of the sternum","BIOLOGICAL_STRUCTURE","","1"
"junction of the interventricular septum and the posterior wall of the left ventricle","junction of the interventricular septum and the posterior wall of the left ventricle","BIOLOGICAL_STRUCTURE","","2"
"junction of the ischium and pubis","junction of the ischium and pubis","BIOLOGICAL_STRUCTURE","","1"
"junction of the right ischium and pubis","junction of the right ischium and pubis","BIOLOGICAL_STRUCTURE","","2"
"keeping a diary","keeping a diary","ACTIVITY","","1"
"keeping to regular mealtimes","keeping to regular mealtimes","THERAPEUTIC_PROCEDURE","","1"
"kinesiotherapy department","kinesiotherapy department","NONBIOLOGICAL_LOCATION","","1"
"large cervical vessels","large cervical vessels","BIOLOGICAL_STRUCTURE","","1"
"laryngeal infiltrate","laryngeal infiltrate","SIGN_SYMPTOM","","2"
"lateral part of the right breast","lateral part of the right breast","BIOLOGICAL_STRUCTURE","","1"
"lateral part of the right side of the C2 vertebra","lateral part of the right side of the C2 vertebra","BIOLOGICAL_STRUCTURE","","1"
"left 1st rib","left 1st rib","BIOLOGICAL_STRUCTURE","","1"
"left 8th rib","left 8th rib","BIOLOGICAL_STRUCTURE","","1"
"left frontal horn","left frontal horn","BIOLOGICAL_STRUCTURE","","1"
"left lateral part of the cervical cord","left lateral part of the cervical cord","BIOLOGICAL_STRUCTURE","","1"
"left mastoid air cells","left mastoid air cells","BIOLOGICAL_STRUCTURE","","1"
"left palatine nerve canals","left palatine nerve canals","BIOLOGICAL_STRUCTURE","","2"
"left submandibular and left parotid glands","left submandibular and left parotid glands","BIOLOGICAL_STRUCTURE","","1"
"left wall of the rectum","left wall of the rectum","BIOLOGICAL_STRUCTURE","","2"
"left-sided cervical lymphadenectomy","left-sided cervical lymphadenectomy","THERAPEUTIC_PROCEDURE","","1"
"left-sided modified neck dissection (I-V)","left-sided modified neck dissection (I-V)","THERAPEUTIC_PROCEDURE","","1"
"lens-shaped","lens-shaped","SHAPE","","1"
"level IIa - VIII","level IIa - VIII","BIOLOGICAL_STRUCTURE","","1"
"levels C3, C4 and C5-C7","levels C3, C4 and C5-C7","BIOLOGICAL_STRUCTURE","","1"
"lifting a heavy suitcase","lifting a heavy suitcase","ACTIVITY","","1"
"lipid dermocosmetics","lipid dermocosmetics","MEDICATION","","1"
"liver-friendly, blended diet","liver-friendly, blended diet","THERAPEUTIC_PROCEDURE","","1"
"lobulated margin","lobulated margin","DETAILED_DESCRIPTION","","1"
"logical contact","logical contact","DIAGNOSTIC_PROCEDURE","","1"
"loss of sphincter control","loss of sphincter control","SIGN_SYMPTOM","","2"
"low glycaemic index diet","low glycaemic index diet","THERAPEUTIC_PROCEDURE","","1"
"lower boundary","lower boundary","BIOLOGICAL_STRUCTURE","","1"
"lower part of the isthmus","lower part of the isthmus","BIOLOGICAL_STRUCTURE","","1"
"lower third of the right thyroid lobe","lower third of the right thyroid lobe","BIOLOGICAL_STRUCTURE","","2"
"lower wound","lower wound","DISEASE_DISORDER","","1"
"lubricating the epidermis","lubricating the epidermis","THERAPEUTIC_PROCEDURE","","1"
"lytic focus","lytic focus","SIGN_SYMPTOM","","2"
"macroscopically prominent","macroscopically prominent","DETAILED_DESCRIPTION","","1"
"malignant lymphoproliferative process","malignant lymphoproliferative process","DISEASE_DISORDER","","1"
"marching in place","marching in place","ACTIVITY","","1"
"margins of the tongue","margins of the tongue","BIOLOGICAL_STRUCTURE","","2"
"markedly pronounced","markedly pronounced","SEVERITY","","1"
"measurement of metanephrines in a 24-hour urine collection","measurement of metanephrines in a 24-hour urine collection","DIAGNOSTIC_PROCEDURE","","2"
"measurement of the full blood count, creatinine and electrolytes","measurement of the full blood count, creatinine and electrolytes","DIAGNOSTIC_PROCEDURE","","1"
"measurement of the volume of fluid drained","measurement of the volume of fluid drained","DIAGNOSTIC_PROCEDURE","","1"
"medial plate of the right pterygoid process","medial plate of the right pterygoid process","BIOLOGICAL_STRUCTURE","","1"
"medial resection line","medial resection line","BIOLOGICAL_STRUCTURE","","1"
"medical transport team","medical transport team","NONBIOLOGICAL_LOCATION","","1"
"medullary cavity of the right ramus of the mandible","medullary cavity of the right ramus of the mandible","BIOLOGICAL_STRUCTURE","","1"
"metabolically active","metabolically active","BIOLOGICAL_ATTRIBUTE","","12"
"metabolically active focus","metabolically active focus","SIGN_SYMPTOM","","1"
"metabolically active neoplastic process","metabolically active neoplastic process","DISEASE_DISORDER","","1"
"metastasis of squamous cell carcinoma to a level IIa lymph node on the right side","metastasis of squamous cell carcinoma to a level IIa lymph node on the right side","DISEASE_DISORDER","","1"
"microbiological diagnostics unit","microbiological diagnostics unit","NONBIOLOGICAL_LOCATION","","1"
"mid lateral and posterior segments","mid lateral and posterior segments","BIOLOGICAL_STRUCTURE","","2"
"mid portion of the right lobe","mid portion of the right lobe","BIOLOGICAL_STRUCTURE","","3"
"mid-sized","mid-sized","QUALITATIVE_CONCEPT","","2"
"mid-thigh","mid-thigh","BIOLOGICAL_STRUCTURE","","1"
"migrating upwards","migrating upwards","SIGN_SYMPTOM","","1"
"mixed echogenicity","mixed echogenicity","BIOLOGICAL_ATTRIBUTE","","4"
"mixed vascularity","mixed vascularity","SIGN_SYMPTOM","","9"
"mobility of the lower limbs","mobility of the lower limbs","BIOLOGICAL_ATTRIBUTE","","1"
"moderate-grade","moderate-grade","SEVERITY","","1"
"moderate-to-good general condition","moderate-to-good general condition","SIGN_SYMPTOM","","1"
"monitoring diary","monitoring diary","DETAILED_DESCRIPTION","","1"
"monitoring of body weight","monitoring of body weight","DIAGNOSTIC_PROCEDURE","","1"
"monotonous","monotonous","QUALITATIVE_CONCEPT","","1"
"morphologically","morphologically","QUALITATIVE_CONCEPT","","1"
"morphometric assessment","morphometric assessment","DIAGNOSTIC_PROCEDURE","","1"
"moulding of the course of the right optic nerve","moulding of the course of the right optic nerve","SIGN_SYMPTOM","","1"
"moulding of the spinal cord","moulding of the spinal cord","SIGN_SYMPTOM","","1"
"moving about the home independently","moving about the home independently","ACTIVITY","","1"
"mucosa of the oral cavity and pharynx","mucosa of the oral cavity and pharynx","BIOLOGICAL_STRUCTURE","","1"
"mucosal changes","mucosal changes","SIGN_SYMPTOM","","3"
"multi-sensitive","multi-sensitive","BIOLOGICAL_ATTRIBUTE","","1"
"multidisciplinary medical department","multidisciplinary medical department","NONBIOLOGICAL_LOCATION","","1"
"multidisciplinary surgical department","multidisciplinary surgical department","NONBIOLOGICAL_LOCATION","","1"
"multiparametric protocol","multiparametric protocol","DETAILED_DESCRIPTION","","1"
"muscles of the left lower limb","muscles of the left lower limb","BIOLOGICAL_STRUCTURE","","1"
"muscular layer of the bowel wall","muscular layer of the bowel wall","BIOLOGICAL_STRUCTURE","","1"
"narrowing of the lumen of the dorsal parts of the nasal cavities right at the roof","narrowing of the lumen of the dorsal parts of the nasal cavities right at the roof","SIGN_SYMPTOM","","1"
"necrotic cavity","necrotic cavity","SIGN_SYMPTOM","","5"
"neonatology department","neonatology department","NONBIOLOGICAL_LOCATION","","1"
"neuroinvasion","neuroinvasion","DISEASE_DISORDER","","1"
"neurological consultation","neurological consultation","CLINICAL_EVENT","","3"
"neurovascular conflict","neurovascular conflict","DISEASE_DISORDER","","1"
"no discernible concentration","no discernible concentration","LAB_VALUE","","1"
"no visible vascularity","no visible vascularity","SIGN_SYMPTOM","","1"
"nodal conglomerates","nodal conglomerates","BIOLOGICAL_STRUCTURE","","1"
"nodal groups I and II","nodal groups I and II","BIOLOGICAL_STRUCTURE","","1"
"nodal reflections","nodal reflections","SIGN_SYMPTOM","","1"
"nodular conglomerate","nodular conglomerate","SIGN_SYMPTOM","","1"
"nodularly remodelled","nodularly remodelled","SIGN_SYMPTOM","","1"
"non-compaction","non-compaction","DISEASE_DISORDER","","2"
"normal in size","normal in size","SIGN_SYMPTOM","","1"
"normalisation","normalisation","OUTCOME","","4"
"normally accentuated","normally accentuated","QUALITATIVE_CONCEPT","","2"
"normally positioned","normally positioned","QUALITATIVE_CONCEPT","","6"
"normoechoic","normoechoic","SIGN_SYMPTOM","","9"
"not moving","not moving","SIGN_SYMPTOM","","1"
"nursing and care department","nursing and care department","NONBIOLOGICAL_LOCATION","","1"
"observation and infectious diseases department","observation and infectious diseases department","NONBIOLOGICAL_LOCATION","","1"
"obstetrics and neonatology department","obstetrics and neonatology department","NONBIOLOGICAL_LOCATION","","1"
"obstructed flow","obstructed flow","DETAILED_DESCRIPTION","","1"
"of the","of the","BIOLOGICAL_STRUCTURE","","2"
"offloading","offloading","THERAPEUTIC_PROCEDURE","","2"
"oncological and thoracic surgery consultation","oncological and thoracic surgery consultation","CLINICAL_EVENT","","1"
